run	Prop_VSO	Prop_SVO	Prop_SOV	n_agents	n_turns	n_conversations	n_gen	n_runs	prob_random	learn_as_talking
18	0.0	0.0	1.0	2	20	1	300	100	0.01	True
19	0.0	0.0	1.0	2	20	1	300	100	0.01	True
20	0.0	0.0	1.0	2	20	1	300	100	0.01	True
21	0.0344827586207	0.137931034483	0.827586206897	2	20	1	300	100	0.01	True
22	0.172413793103	0.0	0.827586206897	2	20	1	300	100	0.01	True
23	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.01	True
24	0.0	0.0	1.0	2	20	1	300	100	0.01	True
25	0.0	0.0	1.0	2	20	1	300	100	0.01	True
26	0.0	0.0	1.0	2	20	1	300	100	0.01	True
27	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.01	True
28	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.01	True
29	0.103448275862	0.0	0.896551724138	2	20	1	300	100	0.01	True
30	0.0	0.0	1.0	2	20	1	300	100	0.01	True
31	0.0	0.0	1.0	2	20	1	300	100	0.01	True
32	0.0	0.0	1.0	2	20	1	300	100	0.01	True
33	0.0	0.0	1.0	2	20	1	300	100	0.01	True
34	0.0	0.0	1.0	2	20	1	300	100	0.01	True
35	0.0	0.0	1.0	2	20	1	300	100	0.01	True
36	0.0	0.0	1.0	2	20	1	300	100	0.01	True
37	0.0	0.0	1.0	2	20	1	300	100	0.01	True
38	0.0	0.0	1.0	2	20	1	300	100	0.01	True
39	0.0	0.0	1.0	2	20	1	300	100	0.01	True
40	0.0	0.0	1.0	2	20	1	300	100	0.01	True
41	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.01	True
42	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.01	True
43	0.0	0.0	1.0	2	20	1	300	100	0.01	True
44	0.0	0.0	1.0	2	20	1	300	100	0.01	True
45	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.01	True
46	0.0	0.0	1.0	2	20	1	300	100	0.01	True
47	0.0	0.0	1.0	2	20	1	300	100	0.01	True
48	0.0	0.0	1.0	2	20	1	300	100	0.01	True
49	0.0	0.0	1.0	2	20	1	300	100	0.01	True
50	0.0	0.0	1.0	2	20	1	300	100	0.01	True
51	0.0	0.0	1.0	2	20	1	300	100	0.01	True
52	0.0	0.0	1.0	2	20	1	300	100	0.01	True
53	0.0	0.0	1.0	2	20	1	300	100	0.01	True
54	0.0	0.051724137931	0.948275862069	2	20	1	300	100	0.01	True
55	0.0	0.0	1.0	2	20	1	300	100	0.01	True
56	0.0	0.137931034483	0.862068965517	2	20	1	300	100	0.01	True
57	0.0	0.0	1.0	2	20	1	300	100	0.01	True
58	0.0862068965517	0.0	0.913793103448	2	20	1	300	100	0.01	True
59	0.0	0.0	1.0	2	20	1	300	100	0.01	True
60	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.01	True
61	0.0	0.0	1.0	2	20	1	300	100	0.01	True
62	0.0	0.0	1.0	2	20	1	300	100	0.01	True
63	0.0	0.0	1.0	2	20	1	300	100	0.01	True
64	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.01	True
65	0.0	0.0	1.0	2	20	1	300	100	0.01	True
66	0.0	0.0	1.0	2	20	1	300	100	0.01	True
67	0.0	0.0	1.0	2	20	1	300	100	0.01	True
68	0.0	0.0	1.0	2	20	1	300	100	0.01	True
69	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.01	True
70	0.0	0.0	1.0	2	20	1	300	100	0.01	True
71	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.01	True
72	0.0	0.0	1.0	2	20	1	300	100	0.01	True
73	0.0	0.0	1.0	2	20	1	300	100	0.01	True
74	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.01	True
75	0.0	0.0	1.0	2	20	1	300	100	0.01	True
76	0.0	0.0	1.0	2	20	1	300	100	0.01	True
77	0.0	0.0	1.0	2	20	1	300	100	0.01	True
78	0.0	0.0	1.0	2	20	1	300	100	0.01	True
79	0.0	0.0	1.0	2	20	1	300	100	0.01	True
80	0.0	0.0	1.0	2	20	1	300	100	0.01	True
81	0.0344827586207	0.0	0.965517241379	2	20	1	300	100	0.01	True
82	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.01	True
83	0.0	0.0862068965517	0.913793103448	2	20	1	300	100	0.01	True
84	0.0	0.0	1.0	2	20	1	300	100	0.01	True
85	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.01	True
86	0.0	0.0	1.0	2	20	1	300	100	0.01	True
87	0.0	0.0	1.0	2	20	1	300	100	0.01	True
88	0.0	0.0	1.0	2	20	1	300	100	0.01	True
89	0.0	0.0	1.0	2	20	1	300	100	0.01	True
90	0.0	0.0	1.0	2	20	1	300	100	0.01	True
91	0.0	0.0	1.0	2	20	1	300	100	0.01	True
92	0.0	0.0	1.0	2	20	1	300	100	0.01	True
93	0.0	0.0	1.0	2	20	1	300	100	0.01	True
94	0.0	0.0	1.0	2	20	1	300	100	0.01	True
95	0.0	0.0	1.0	2	20	1	300	100	0.01	True
96	0.0	0.0	1.0	2	20	1	300	100	0.01	True
97	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.01	True
98	0.0	0.0862068965517	0.913793103448	2	20	1	300	100	0.01	True
99	0.0	0.0	1.0	2	20	1	300	100	0.01	True
0	0.0	0.0	1.0	2	20	1	300	100	0.01	False
1	0.0	0.05	0.95	2	20	1	300	100	0.01	False
2	0.0	0.05	0.95	2	20	1	300	100	0.01	False
3	0.0	0.0	1.0	2	20	1	300	100	0.01	False
4	0.0	0.0	1.0	2	20	1	300	100	0.01	False
5	0.0	0.0	1.0	2	20	1	300	100	0.01	False
6	0.0	0.0	1.0	2	20	1	300	100	0.01	False
7	0.0	0.0	1.0	2	20	1	300	100	0.01	False
8	0.0	0.0	1.0	2	20	1	300	100	0.01	False
9	0.0	0.0	1.0	2	20	1	300	100	0.01	False
10	0.0	0.0	1.0	2	20	1	300	100	0.01	False
11	0.0	0.0	1.0	2	20	1	300	100	0.01	False
12	0.0	0.0	1.0	2	20	1	300	100	0.01	False
13	0.0	0.0	1.0	2	20	1	300	100	0.01	False
14	0.0	0.0	1.0	2	20	1	300	100	0.01	False
15	0.0	0.05	0.95	2	20	1	300	100	0.01	False
16	0.0	0.0	1.0	2	20	1	300	100	0.01	False
17	0.0	0.0	1.0	2	20	1	300	100	0.01	False
18	0.0	0.0	1.0	2	20	1	300	100	0.01	False
19	0.0	0.0	1.0	2	20	1	300	100	0.01	False
20	0.0	0.0	1.0	2	20	1	300	100	0.01	False
21	0.0	0.0	1.0	2	20	1	300	100	0.01	False
22	0.0	0.0	1.0	2	20	1	300	100	0.01	False
23	0.0	0.05	0.95	2	20	1	300	100	0.01	False
24	0.0	0.0	1.0	2	20	1	300	100	0.01	False
25	0.0	0.0	1.0	2	20	1	300	100	0.01	False
26	0.0	0.0	1.0	2	20	1	300	100	0.01	False
27	0.0	0.0	1.0	2	20	1	300	100	0.01	False
28	0.0	0.0	1.0	2	20	1	300	100	0.01	False
29	0.0	0.0	1.0	2	20	1	300	100	0.01	False
30	0.0	0.0	1.0	2	20	1	300	100	0.01	False
31	0.0	0.0	1.0	2	20	1	300	100	0.01	False
32	0.0	0.0	1.0	2	20	1	300	100	0.01	False
33	0.0	0.0	1.0	2	20	1	300	100	0.01	False
34	0.0	0.0	1.0	2	20	1	300	100	0.01	False
35	0.15	0.0	0.85	2	20	1	300	100	0.01	False
36	0.0	0.05	0.95	2	20	1	300	100	0.01	False
37	0.0	0.0	1.0	2	20	1	300	100	0.01	False
38	0.05	0.0	0.95	2	20	1	300	100	0.01	False
39	0.05	0.0	0.95	2	20	1	300	100	0.01	False
40	0.0	0.0	1.0	2	20	1	300	100	0.01	False
41	0.0	0.0	1.0	2	20	1	300	100	0.01	False
42	0.0	0.0	1.0	2	20	1	300	100	0.01	False
43	0.0	0.0	1.0	2	20	1	300	100	0.01	False
44	0.0	0.0	1.0	2	20	1	300	100	0.01	False
45	0.0	0.0	1.0	2	20	1	300	100	0.01	False
46	0.0	0.0	1.0	2	20	1	300	100	0.01	False
47	0.05	0.0	0.95	2	20	1	300	100	0.01	False
48	0.05	0.0	0.95	2	20	1	300	100	0.01	False
49	0.0	0.05	0.95	2	20	1	300	100	0.01	False
50	0.0	0.0	1.0	2	20	1	300	100	0.01	False
51	0.0	0.0	1.0	2	20	1	300	100	0.01	False
52	0.0	0.0	1.0	2	20	1	300	100	0.01	False
53	0.1	0.0	0.9	2	20	1	300	100	0.01	False
54	0.0	0.0	1.0	2	20	1	300	100	0.01	False
55	0.0	0.0	1.0	2	20	1	300	100	0.01	False
56	0.0	0.0	1.0	2	20	1	300	100	0.01	False
57	0.0	0.0	1.0	2	20	1	300	100	0.01	False
58	0.0	0.0	1.0	2	20	1	300	100	0.01	False
59	0.0	0.0	1.0	2	20	1	300	100	0.01	False
60	0.0	0.0	1.0	2	20	1	300	100	0.01	False
61	0.0	0.0	1.0	2	20	1	300	100	0.01	False
62	0.0	0.0	1.0	2	20	1	300	100	0.01	False
63	0.0	0.0	1.0	2	20	1	300	100	0.01	False
64	0.0	0.0	1.0	2	20	1	300	100	0.01	False
65	0.0	0.0	1.0	2	20	1	300	100	0.01	False
66	0.0	0.05	0.95	2	20	1	300	100	0.01	False
67	0.0	0.0	1.0	2	20	1	300	100	0.01	False
68	0.0	0.0	1.0	2	20	1	300	100	0.01	False
69	0.0	0.0	1.0	2	20	1	300	100	0.01	False
70	0.0	0.0	1.0	2	20	1	300	100	0.01	False
71	0.0	0.0	1.0	2	20	1	300	100	0.01	False
72	0.0	0.0	1.0	2	20	1	300	100	0.01	False
73	0.0	0.0	1.0	2	20	1	300	100	0.01	False
74	0.0	0.0	1.0	2	20	1	300	100	0.01	False
75	0.0	0.0	1.0	2	20	1	300	100	0.01	False
76	0.0	0.15	0.85	2	20	1	300	100	0.01	False
77	0.0	0.0	1.0	2	20	1	300	100	0.01	False
78	0.0	0.1	0.9	2	20	1	300	100	0.01	False
79	0.0	0.0	1.0	2	20	1	300	100	0.01	False
80	0.0	0.0	1.0	2	20	1	300	100	0.01	False
81	0.0	0.0	1.0	2	20	1	300	100	0.01	False
82	0.0	0.0	1.0	2	20	1	300	100	0.01	False
83	0.0	0.0	1.0	2	20	1	300	100	0.01	False
84	0.0	0.0	1.0	2	20	1	300	100	0.01	False
85	0.0	0.0	1.0	2	20	1	300	100	0.01	False
86	0.0	0.1	0.9	2	20	1	300	100	0.01	False
87	0.0	0.0	1.0	2	20	1	300	100	0.01	False
88	0.0	0.0	1.0	2	20	1	300	100	0.01	False
89	0.0	0.0	1.0	2	20	1	300	100	0.01	False
90	0.0	0.0	1.0	2	20	1	300	100	0.01	False
91	0.0	0.0	1.0	2	20	1	300	100	0.01	False
92	0.0	0.0	1.0	2	20	1	300	100	0.01	False
93	0.0	0.0	1.0	2	20	1	300	100	0.01	False
94	0.0	0.0	1.0	2	20	1	300	100	0.01	False
95	0.0	0.15	0.85	2	20	1	300	100	0.01	False
96	0.0	0.0	1.0	2	20	1	300	100	0.01	False
97	0.0	0.0	1.0	2	20	1	300	100	0.01	False
98	0.0	0.05	0.95	2	20	1	300	100	0.01	False
99	0.0	0.05	0.95	2	20	1	300	100	0.01	False
0	0.0862068965517	0.172413793103	0.741379310345	2	20	1	300	100	0.05	True
1	0.0	0.0	1.0	2	20	1	300	100	0.05	True
2	0.0689655172414	0.0	0.931034482759	2	20	1	300	100	0.05	True
3	0.120689655172	0.0172413793103	0.862068965517	2	20	1	300	100	0.05	True
4	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
5	0.0	0.0	1.0	2	20	1	300	100	0.05	True
6	0.0172413793103	0.0344827586207	0.948275862069	2	20	1	300	100	0.05	True
7	0.0344827586207	0.206896551724	0.758620689655	2	20	1	300	100	0.05	True
8	0.0	0.051724137931	0.948275862069	2	20	1	300	100	0.05	True
9	0.051724137931	0.0344827586207	0.913793103448	2	20	1	300	100	0.05	True
10	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
11	0.0	0.0	1.0	2	20	1	300	100	0.05	True
12	0.0	0.413793103448	0.586206896552	2	20	1	300	100	0.05	True
13	0.0862068965517	0.120689655172	0.793103448276	2	20	1	300	100	0.05	True
14	0.0344827586207	0.0	0.965517241379	2	20	1	300	100	0.05	True
15	0.0	0.120689655172	0.879310344828	2	20	1	300	100	0.05	True
16	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.05	True
17	0.0689655172414	0.0344827586207	0.896551724138	2	20	1	300	100	0.05	True
18	0.0862068965517	0.137931034483	0.775862068966	2	20	1	300	100	0.05	True
19	0.0	0.0	1.0	2	20	1	300	100	0.05	True
20	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.05	True
21	0.0	0.0	1.0	2	20	1	300	100	0.05	True
22	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
23	0.0689655172414	0.275862068966	0.655172413793	2	20	1	300	100	0.05	True
24	0.0172413793103	0.0344827586207	0.948275862069	2	20	1	300	100	0.05	True
25	0.051724137931	0.0862068965517	0.862068965517	2	20	1	300	100	0.05	True
26	0.0	0.0	1.0	2	20	1	300	100	0.05	True
27	0.0344827586207	0.172413793103	0.793103448276	2	20	1	300	100	0.05	True
28	0.0	0.0	1.0	2	20	1	300	100	0.05	True
29	0.0	0.0	1.0	2	20	1	300	100	0.05	True
30	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
31	0.0	0.0	1.0	2	20	1	300	100	0.05	True
32	0.0	0.0	1.0	2	20	1	300	100	0.05	True
33	0.0344827586207	0.0862068965517	0.879310344828	2	20	1	300	100	0.05	True
34	0.0	0.0	1.0	2	20	1	300	100	0.05	True
35	0.0	0.51724137931	0.48275862069	2	20	1	300	100	0.05	True
36	0.0689655172414	0.0689655172414	0.862068965517	2	20	1	300	100	0.05	True
37	0.0344827586207	0.0344827586207	0.931034482759	2	20	1	300	100	0.05	True
38	0.0	0.0	1.0	2	20	1	300	100	0.05	True
39	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
40	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
41	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
42	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.05	True
43	0.0689655172414	0.0	0.931034482759	2	20	1	300	100	0.05	True
44	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
45	0.0	0.0	1.0	2	20	1	300	100	0.05	True
46	0.0344827586207	0.0	0.965517241379	2	20	1	300	100	0.05	True
47	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.05	True
48	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
49	0.0	0.0862068965517	0.913793103448	2	20	1	300	100	0.05	True
50	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
51	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
52	0.0	0.0	1.0	2	20	1	300	100	0.05	True
53	0.0172413793103	0.98275862069	0.0	2	20	1	300	100	0.05	True
54	0.0	0.0	1.0	2	20	1	300	100	0.05	True
55	0.0172413793103	0.206896551724	0.775862068966	2	20	1	300	100	0.05	True
56	0.120689655172	0.0	0.879310344828	2	20	1	300	100	0.05	True
57	0.0	0.0	1.0	2	20	1	300	100	0.05	True
58	0.120689655172	0.0689655172414	0.810344827586	2	20	1	300	100	0.05	True
59	0.0	0.0	1.0	2	20	1	300	100	0.05	True
60	0.0	0.103448275862	0.896551724138	2	20	1	300	100	0.05	True
61	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
62	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
63	0.0344827586207	0.344827586207	0.620689655172	2	20	1	300	100	0.05	True
64	0.0172413793103	0.051724137931	0.931034482759	2	20	1	300	100	0.05	True
65	0.0	0.0	1.0	2	20	1	300	100	0.05	True
66	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.05	True
67	0.0344827586207	0.0	0.965517241379	2	20	1	300	100	0.05	True
68	0.0344827586207	0.0	0.965517241379	2	20	1	300	100	0.05	True
69	0.0	0.0	1.0	2	20	1	300	100	0.05	True
70	0.0	0.0	1.0	2	20	1	300	100	0.05	True
71	0.0862068965517	0.120689655172	0.793103448276	2	20	1	300	100	0.05	True
72	0.0	0.155172413793	0.844827586207	2	20	1	300	100	0.05	True
73	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
74	0.051724137931	0.0344827586207	0.913793103448	2	20	1	300	100	0.05	True
75	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
76	0.0344827586207	0.172413793103	0.793103448276	2	20	1	300	100	0.05	True
77	0.0	0.103448275862	0.896551724138	2	20	1	300	100	0.05	True
78	0.0	0.0689655172414	0.931034482759	2	20	1	300	100	0.05	True
79	0.0	0.172413793103	0.827586206897	2	20	1	300	100	0.05	True
80	0.0172413793103	0.051724137931	0.931034482759	2	20	1	300	100	0.05	True
81	0.051724137931	0.137931034483	0.810344827586	2	20	1	300	100	0.05	True
82	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
83	0.0689655172414	0.051724137931	0.879310344828	2	20	1	300	100	0.05	True
84	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
85	0.0	0.0172413793103	0.98275862069	2	20	1	300	100	0.05	True
86	0.0	0.0344827586207	0.965517241379	2	20	1	300	100	0.05	True
87	0.0	0.189655172414	0.810344827586	2	20	1	300	100	0.05	True
88	0.103448275862	0.0	0.896551724138	2	20	1	300	100	0.05	True
89	0.0344827586207	0.206896551724	0.758620689655	2	20	1	300	100	0.05	True
90	0.0	0.310344827586	0.689655172414	2	20	1	300	100	0.05	True
91	0.0	0.0	1.0	2	20	1	300	100	0.05	True
92	0.0	0.0	1.0	2	20	1	300	100	0.05	True
93	0.0344827586207	0.0689655172414	0.896551724138	2	20	1	300	100	0.05	True
94	0.0172413793103	0.0	0.98275862069	2	20	1	300	100	0.05	True
95	0.0344827586207	0.051724137931	0.913793103448	2	20	1	300	100	0.05	True
96	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
97	0.0172413793103	0.051724137931	0.931034482759	2	20	1	300	100	0.05	True
98	0.051724137931	0.0	0.948275862069	2	20	1	300	100	0.05	True
99	0.120689655172	0.0	0.879310344828	2	20	1	300	100	0.05	True
0	0.0	0.0	1.0	2	20	1	300	100	0.05	False
1	0.05	0.15	0.8	2	20	1	300	100	0.05	False
2	0.05	0.05	0.9	2	20	1	300	100	0.05	False
3	0.15	0.0	0.85	2	20	1	300	100	0.05	False
4	0.0	0.05	0.95	2	20	1	300	100	0.05	False
5	0.0	0.2	0.8	2	20	1	300	100	0.05	False
6	0.1	0.05	0.85	2	20	1	300	100	0.05	False
7	0.0	0.1	0.9	2	20	1	300	100	0.05	False
8	0.0	0.05	0.95	2	20	1	300	100	0.05	False
9	0.0	0.0	1.0	2	20	1	300	100	0.05	False
10	0.05	0.0	0.95	2	20	1	300	100	0.05	False
11	0.0	0.1	0.9	2	20	1	300	100	0.05	False
12	0.0	0.0	1.0	2	20	1	300	100	0.05	False
13	0.0	0.05	0.95	2	20	1	300	100	0.05	False
14	0.05	0.05	0.9	2	20	1	300	100	0.05	False
15	0.05	0.1	0.85	2	20	1	300	100	0.05	False
16	0.2	0.0	0.8	2	20	1	300	100	0.05	False
17	0.0	0.1	0.9	2	20	1	300	100	0.05	False
18	0.05	0.05	0.9	2	20	1	300	100	0.05	False
19	0.05	0.0	0.95	2	20	1	300	100	0.05	False
20	0.0	0.0	1.0	2	20	1	300	100	0.05	False
21	0.0	0.05	0.95	2	20	1	300	100	0.05	False
22	0.05	0.05	0.9	2	20	1	300	100	0.05	False
23	0.0	0.0	1.0	2	20	1	300	100	0.05	False
24	0.0	0.0	1.0	2	20	1	300	100	0.05	False
25	0.0	0.1	0.9	2	20	1	300	100	0.05	False
26	0.0	0.05	0.95	2	20	1	300	100	0.05	False
27	0.0	0.0	1.0	2	20	1	300	100	0.05	False
28	0.05	0.0	0.95	2	20	1	300	100	0.05	False
29	0.05	0.0	0.95	2	20	1	300	100	0.05	False
30	0.0	0.0	1.0	2	20	1	300	100	0.05	False
31	0.0	0.05	0.95	2	20	1	300	100	0.05	False
32	0.0	0.0	1.0	2	20	1	300	100	0.05	False
33	0.05	0.0	0.95	2	20	1	300	100	0.05	False
34	0.05	0.25	0.7	2	20	1	300	100	0.05	False
35	0.1	0.15	0.75	2	20	1	300	100	0.05	False
36	0.0	0.0	1.0	2	20	1	300	100	0.05	False
37	0.0	0.1	0.9	2	20	1	300	100	0.05	False
38	0.0	0.05	0.95	2	20	1	300	100	0.05	False
39	0.0	0.0	1.0	2	20	1	300	100	0.05	False
40	0.1	0.05	0.85	2	20	1	300	100	0.05	False
41	0.0	0.0	1.0	2	20	1	300	100	0.05	False
42	0.0	0.0	1.0	2	20	1	300	100	0.05	False
43	0.05	0.0	0.95	2	20	1	300	100	0.05	False
44	0.05	0.15	0.8	2	20	1	300	100	0.05	False
45	0.1	0.05	0.85	2	20	1	300	100	0.05	False
46	0.0	0.0	1.0	2	20	1	300	100	0.05	False
47	0.0	0.0	1.0	2	20	1	300	100	0.05	False
48	0.0	0.0	1.0	2	20	1	300	100	0.05	False
49	0.0	0.1	0.9	2	20	1	300	100	0.05	False
50	0.1	0.05	0.85	2	20	1	300	100	0.05	False
51	0.0	0.15	0.85	2	20	1	300	100	0.05	False
52	0.05	0.15	0.8	2	20	1	300	100	0.05	False
53	0.0	0.0	1.0	2	20	1	300	100	0.05	False
54	0.0	0.15	0.85	2	20	1	300	100	0.05	False
55	0.05	0.2	0.75	2	20	1	300	100	0.05	False
56	0.05	0.0	0.95	2	20	1	300	100	0.05	False
57	0.0	0.1	0.9	2	20	1	300	100	0.05	False
58	0.0	0.1	0.9	2	20	1	300	100	0.05	False
59	0.0	0.0	1.0	2	20	1	300	100	0.05	False
60	0.0	0.0	1.0	2	20	1	300	100	0.05	False
61	0.05	0.0	0.95	2	20	1	300	100	0.05	False
62	0.0	0.15	0.85	2	20	1	300	100	0.05	False
63	0.1	0.0	0.9	2	20	1	300	100	0.05	False
64	0.05	0.05	0.9	2	20	1	300	100	0.05	False
65	0.0	0.1	0.9	2	20	1	300	100	0.05	False
66	0.0	0.2	0.8	2	20	1	300	100	0.05	False
67	0.0	0.0	1.0	2	20	1	300	100	0.05	False
68	0.0	0.1	0.9	2	20	1	300	100	0.05	False
69	0.05	0.0	0.95	2	20	1	300	100	0.05	False
70	0.0	0.05	0.95	2	20	1	300	100	0.05	False
71	0.0	0.0	1.0	2	20	1	300	100	0.05	False
72	0.0	0.0	1.0	2	20	1	300	100	0.05	False
73	0.0	0.05	0.95	2	20	1	300	100	0.05	False
74	0.0	0.1	0.9	2	20	1	300	100	0.05	False
75	0.1	0.1	0.8	2	20	1	300	100	0.05	False
76	0.05	0.0	0.95	2	20	1	300	100	0.05	False
77	0.0	0.15	0.85	2	20	1	300	100	0.05	False
78	0.0	0.0	1.0	2	20	1	300	100	0.05	False
79	0.05	0.0	0.95	2	20	1	300	100	0.05	False
80	0.1	0.05	0.85	2	20	1	300	100	0.05	False
81	0.0	0.0	1.0	2	20	1	300	100	0.05	False
82	0.05	0.0	0.95	2	20	1	300	100	0.05	False
83	0.0	0.0	1.0	2	20	1	300	100	0.05	False
84	0.0	0.05	0.95	2	20	1	300	100	0.05	False
85	0.05	0.05	0.9	2	20	1	300	100	0.05	False
86	0.0	0.05	0.95	2	20	1	300	100	0.05	False
87	0.0	0.0	1.0	2	20	1	300	100	0.05	False
88	0.0	0.05	0.95	2	20	1	300	100	0.05	False
89	0.0	0.25	0.75	2	20	1	300	100	0.05	False
90	0.05	0.05	0.9	2	20	1	300	100	0.05	False
91	0.05	0.0	0.95	2	20	1	300	100	0.05	False
92	0.0	0.0	1.0	2	20	1	300	100	0.05	False
93	0.0	0.1	0.9	2	20	1	300	100	0.05	False
94	0.0	0.0	1.0	2	20	1	300	100	0.05	False
95	0.1	0.05	0.85	2	20	1	300	100	0.05	False
96	0.05	0.0	0.95	2	20	1	300	100	0.05	False
97	0.0	0.1	0.9	2	20	1	300	100	0.05	False
98	0.15	0.0	0.85	2	20	1	300	100	0.05	False
99	0.0	0.05	0.95	2	20	1	300	100	0.05	False
0	0.0	0.0	1.0	4	1	20	300	100	0	True
1	1.0	0.0	0.0	4	1	20	300	100	0	True
2	1.0	0.0	0.0	4	1	20	300	100	0	True
3	0.0	0.0	1.0	4	1	20	300	100	0	True
4	0.0	1.0	0.0	4	1	20	300	100	0	True
5	0.0	1.0	0.0	4	1	20	300	100	0	True
6	1.0	0.0	0.0	4	1	20	300	100	0	True
7	0.0	0.0	1.0	4	1	20	300	100	0	True
8	0.0	0.0	1.0	4	1	20	300	100	0	True
9	0.0	0.0	1.0	4	1	20	300	100	0	True
10	1.0	0.0	0.0	4	1	20	300	100	0	True
11	1.0	0.0	0.0	4	1	20	300	100	0	True
12	0.0	0.0	1.0	4	1	20	300	100	0	True
13	0.0	1.0	0.0	4	1	20	300	100	0	True
14	1.0	0.0	0.0	4	1	20	300	100	0	True
15	1.0	0.0	0.0	4	1	20	300	100	0	True
16	1.0	0.0	0.0	4	1	20	300	100	0	True
17	0.0	1.0	0.0	4	1	20	300	100	0	True
18	0.0	1.0	0.0	4	1	20	300	100	0	True
19	0.0	0.0	1.0	4	1	20	300	100	0	True
20	0.0	0.0	1.0	4	1	20	300	100	0	True
21	0.0	0.0	1.0	4	1	20	300	100	0	True
22	0.0	1.0	0.0	4	1	20	300	100	0	True
23	0.0	0.0	1.0	4	1	20	300	100	0	True
24	0.0	1.0	0.0	4	1	20	300	100	0	True
25	0.0	1.0	0.0	4	1	20	300	100	0	True
26	0.0	1.0	0.0	4	1	20	300	100	0	True
27	1.0	0.0	0.0	4	1	20	300	100	0	True
28	0.0	1.0	0.0	4	1	20	300	100	0	True
29	0.0	1.0	0.0	4	1	20	300	100	0	True
30	0.0	0.0	1.0	4	1	20	300	100	0	True
31	0.0	1.0	0.0	4	1	20	300	100	0	True
32	0.0	0.0	1.0	4	1	20	300	100	0	True
33	0.0	0.0	1.0	4	1	20	300	100	0	True
34	1.0	0.0	0.0	4	1	20	300	100	0	True
35	0.0	1.0	0.0	4	1	20	300	100	0	True
36	0.0	1.0	0.0	4	1	20	300	100	0	True
37	0.0	1.0	0.0	4	1	20	300	100	0	True
38	1.0	0.0	0.0	4	1	20	300	100	0	True
39	0.0	1.0	0.0	4	1	20	300	100	0	True
40	0.0	0.0	1.0	4	1	20	300	100	0	True
41	1.0	0.0	0.0	4	1	20	300	100	0	True
42	0.0	1.0	0.0	4	1	20	300	100	0	True
43	1.0	0.0	0.0	4	1	20	300	100	0	True
44	0.0	0.0	1.0	4	1	20	300	100	0	True
45	1.0	0.0	0.0	4	1	20	300	100	0	True
46	0.0	1.0	0.0	4	1	20	300	100	0	True
47	1.0	0.0	0.0	4	1	20	300	100	0	True
48	1.0	0.0	0.0	4	1	20	300	100	0	True
49	0.0	1.0	0.0	4	1	20	300	100	0	True
50	0.0	0.0	1.0	4	1	20	300	100	0	True
51	0.0	0.0	1.0	4	1	20	300	100	0	True
52	0.0	0.0	1.0	4	1	20	300	100	0	True
53	0.0	0.0	1.0	4	1	20	300	100	0	True
54	0.0	1.0	0.0	4	1	20	300	100	0	True
55	0.0	0.0	1.0	4	1	20	300	100	0	True
56	0.0	1.0	0.0	4	1	20	300	100	0	True
57	0.0	1.0	0.0	4	1	20	300	100	0	True
58	1.0	0.0	0.0	4	1	20	300	100	0	True
59	0.0	0.0	1.0	4	1	20	300	100	0	True
